x,y,yDot,yDDot
2.47,1.7306528,-9.326695,-151.61952
2.48,1.6307278,-10.566033,-96.24824
2.49,1.521178,-11.251658,-40.87695
2.5,1.4075406,-11.383571,14.49434
2.51,1.2953526,-10.961772,69.86563
2.52,1.1901511,-9.986259,125.236916
2.53,1.0974733,-8.457036,180.6082
2.54,1.0228562,-6.3740993,235.97949
2.55,0.9718371,-3.7374504,291.35077
2.56,0.9484133,-1.0335608,244.2519
2.57,0.9494145,1.1462065,191.70195
2.58,0.9695858,2.8004744,139.15198
2.59,1.0036722,3.9292433,86.60202
2.6,1.0464189,4.532513,34.052055
2.61,1.0925708,4.610284,-18.497908
2.62,1.1368729,4.162555,-71.047874
2.63,1.1740708,3.1892984,-123.59908
2.64,1.1989081,1.6905591,-176.14905
2.65,1.2061304,-0.33367926,-228.699
2.66,1.1913497,-2.576884,-208.99556
2.67,1.1556747,-4.5038133,-176.39066
2.68,1.1023605,-6.104694,-143.78575
2.69,1.0346677,-7.3795257,-111.18085
2.7,0.9558569,-8.328309,-78.57594
2.71,0.86918855,-8.951043,-45.971043
2.72,0.77792305,-9.247728,-13.366139
2.73,0.685321,-9.218366,19.238764
2.74,0.59464276,-8.862954,51.84367
2.75,0.5091489,-8.181493,84.44857
2.76,0.43182576,-7.2839932,87.61851
2.77,0.3632539,-6.441681,80.84418
2.78,0.30276644,-5.6671114,74.06985
2.79,0.24968597,-4.960285,67.295525
2.8,0.20333503,-4.3212023,60.521194
2.81,0.1630362,-3.7498624,53.746864
2.82,0.12811205,-3.246266,46.972538
2.83,0.09788514,-2.8104126,40.19821
2.84,0.07167804,-2.4423025,33.423885
2.85,0.048813324,-2.1419356,26.649555
2.86,0.028582845,-1.9235655,15.465399
2.87,0.009893878,-1.836891,1.8695117
2.88,-0.008608587,-1.8861781,-11.7267
2.89,-0.028283281,-2.0714245,-25.322586
2.9,-0.05049023,-2.3926294,-38.918472
2.91,-0.07658902,-2.8497932,-52.514362
2.92,-0.107939236,-3.4429157,-66.110245
2.93,-0.14590046,-4.171997,-79.70614
2.94,-0.19183229,-5.037037,-93.302025
2.95,-0.2470943,-6.0380354,-106.89791
2.96,-0.31294057,-7.1169558,-99.213615
2.97,-0.38864708,-7.9820037,-73.79615
2.98,-0.47173324,-8.592877,-48.378677
2.99,-0.5596572,-8.949576,-22.961212
3.0,-0.6498773,-9.052101,2.4562566
3.01,-0.73985183,-8.900452,27.873724
3.02,-0.82703894,-8.494627,53.29119
3.03,-0.908897,-7.8346286,78.708664
3.04,-0.9828841,-6.9204555,104.12613
3.05,-1.0464587,-5.7521076,129.5436
3.06,-1.0971282,-4.362843,139.9951
3.07,-1.1338944,-3.0041752,131.73875
3.08,-1.1574868,-1.7280705,123.48241
3.09,-1.168731,-0.5345294,115.22606
3.1,-1.1684526,0.57644844,106.96971
3.11,-1.1574773,1.6048628,98.71336
3.12,-1.1366307,2.5507138,90.457016
3.13,-1.1067375,3.414021,82.20047
3.14,-1.0686249,4.194743,73.94412
3.15,-1.0231179,4.892902,65.687775
3.16,-0.9710577,5.494896,49.510777
3.17,-0.91415524,5.8334093,18.191961
3.18,-0.8554336,5.8587346,-13.126853
3.19,-0.7980246,5.5708723,-44.445667
3.2,-0.7450602,4.9698224,-75.76448
3.21,-0.6996722,4.0555844,-107.0833
3.22,-0.6649926,2.8281584,-138.40211
3.23,-0.64415306,1.2875446,-169.72093
3.24,-0.6402857,-0.56625694,-201.03975
3.25,-0.65652215,-2.7332463,-232.35855
3.26,-0.6959753,-5.1896915,-244.0984
3.27,-0.75925297,-7.38345,-194.6537
3.28,-0.841996,-9.082762,-145.20901
3.29,-0.9392599,-10.287627,-95.76432
3.3,-1.0461003,-10.998047,-46.31963
3.31,-1.1575725,-11.214019,3.1250646
3.32,-1.2687322,-10.935545,52.569756
3.33,-1.374635,-10.162625,102.01445
3.34,-1.4703364,-8.895258,151.45914
3.35,-1.5508919,-7.1334453,200.90384
3.36,-1.6113605,-4.884844,239.51677
3.37,-1.6486858,-2.6254628,212.35983
3.38,-1.6647751,-0.63760686,185.20227
3.39,-1.6623437,1.0786295,158.04533
3.4,-1.6441078,2.5232968,130.88841
3.41,-1.6127831,3.6963952,103.731476
3.42,-1.5710852,4.597924,76.57455
3.43,-1.52173,5.227885,49.41762
3.44,-1.4674329,5.586276,22.26069
3.45,-1.4109098,5.673098,-4.896238
3.46,-1.3548763,5.4885435,-31.101496
3.47,-1.301606,5.159502,-34.706818
3.48,-1.2518065,4.794408,-38.312138
3.49,-1.2058381,4.39326,-41.91746
3.5,-1.1640615,3.9560595,-45.52278
3.51,-1.1268371,3.4828055,-49.1281
3.52,-1.0945257,2.9734983,-52.733425
3.53,-1.0674875,2.428138,-56.338745
3.54,-1.0460831,1.8467244,-59.94407
3.55,-1.0306731,1.2292577,-63.54939
3.56,-1.0216181,0.57573783,-67.15471
3.57,-1.0189964,-0.02371294,-51.57258
3.58,-1.0215318,-0.45533752,-34.75242
3.59,-1.0275425,-0.71876067,-17.932262
3.6,-1.0353464,-0.8139824,-1.1121035
3.61,-1.0432614,-0.74100274,15.708055
3.62,-1.0496057,-0.4998216,32.528214
3.63,-1.0526972,-0.090427324,49.34877
3.64,-1.0508537,0.48716062,66.16893
3.65,-1.0423933,1.23295,82.98909
3.66,-1.025634,2.1469407,99.80925
3.67,-0.999283,3.0898879,83.412186
3.68,-0.9645936,3.8100092,60.612206
3.69,-0.9238429,4.3021307,37.812225
3.7,-0.879311,4.5662527,15.012243
3.71,-0.83327794,4.6023755,-7.7877383
3.72,-0.78802365,4.410498,-30.587719
3.73,-0.7458281,3.9906216,-53.3877
3.74,-0.70897126,3.3427453,-76.18768
3.75,-0.6797332,2.4668694,-98.98766
3.76,-0.66039395,1.362994,-121.78764
3.77,-0.6529381,0.15123399,-112.00838
3.78,-0.65666986,-0.86193424,-90.625465
3.79,-0.66946405,-1.6612736,-69.24255
3.8,-0.6891825,-2.246784,-47.859642
3.81,-0.71368694,-2.6184654,-26.476732
3.82,-0.740839,-2.776318,-5.0938215
3.83,-0.76850045,-2.720342,16.28909
3.84,-0.794533,-2.4505367,37.672
3.85,-0.8167984,-1.9669026,59.05491
3.86,-0.83315825,-1.2694396,80.43782
3.87,-0.84157807,-0.40701312,86.462746
3.88,-0.8413708,0.44387612,83.711205
3.89,-0.83279234,1.26723,80.95973
3.9,-0.81611794,2.063069,78.20826
3.91,-0.7916227,2.8313937,75.45678
3.92,-0.75958186,3.5722034,72.70531
3.93,-0.72027045,4.285498,69.95383
3.94,-0.67396367,4.9712787,67.202354
3.95,-0.6209367,5.6295443,64.45088
3.96,-0.5614646,6.260295,61.699406
3.97,-0.49584672,6.850014,53.89829
3.98,-0.42485482,7.328078,41.714523
3.99,-0.34969145,7.6843038,29.530756
4.0,-0.271575,7.9186926,17.34699
4.01,-0.19172195,8.031244,5.162934
4.02,-0.11135641,8.021956,-7.0205417
4.03,-0.031689122,7.890828,-19.204597
4.04,0.046053976,7.6378713,-31.388075
4.05,0.12066188,7.2630615,-43.572132
4.06,0.19090915,6.766435,-55.755608
4.07,0.25559214,6.1535187,-65.37306
4.08,0.31375274,5.4684315,-71.64776
4.09,0.36475116,4.720562,-77.92276
4.1,0.40795508,3.909981,-84.19746
4.11,0.44274116,3.0366116,-90.47245
4.12,0.46847853,2.1005366,-96.747154
4.13,0.48454222,1.1016673,-103.02215
4.14,0.4903032,0.040098585,-109.29685
4.15,0.4851345,-1.0842706,-115.571846
4.16,0.46840918,-2.2713332,-121.84655
4.17,0.4395208,-3.5008001,-115.880585
4.18,0.39922735,-4.507349,-85.434135
4.19,0.3503884,-5.209467,-54.98624
4.2,0.2960533,-5.607087,-24.539797
4.21,0.23926157,-5.700248,5.908099
4.22,0.18306331,-5.48894,36.35454
4.23,0.13049795,-4.973143,66.80244
4.24,0.084615126,-4.152907,97.248886
4.25,0.048455264,-3.0281527,127.69678
4.26,0.025065662,-1.5989127,158.14467
4.27,0.017477578,0.117148615,173.46153
4.28,0.026744587,1.6784141,138.78441
4.29,0.049889293,2.8928506,104.10894
4.3,0.08344617,3.7605743,69.431816
4.31,0.123944506,4.2815022,34.756348
4.32,0.16792043,4.455684,0.07922575
4.33,0.21190223,4.2831035,-34.596245
4.34,0.2524264,3.7637434,-69.27337
4.35,0.28602147,2.8976538,-103.94884
4.36,0.30922303,1.6847521,-138.62596
4.37,0.31856325,0.12968351,-166.40181
4.38,0.31183752,-1.4450113,-148.52992
4.39,0.29025948,-2.8409207,-130.65889
4.4,0.25561425,-4.058178,-112.787
4.41,0.20969225,-5.0966673,-94.91597
4.42,0.15427628,-5.956487,-77.04408
4.43,0.09115871,-6.6375556,-59.173046
4.44,0.02212072,-7.1399384,-41.30116
4.45,-0.051044013,-7.463587,-23.430122
4.46,-0.12655526,-7.608532,-5.558235
4.47,-0.20261876,-7.574782,12.167932
4.48,-0.27754176,-7.387659,25.255749
4.49,-0.34993568,-7.0696735,38.34294
4.5,-0.41849867,-6.620795,51.430756
4.51,-0.48191833,-6.0410347,64.51857
4.52,-0.53888327,-5.330431,77.60577
4.53,-0.58809024,-4.488915,90.69358
4.54,-0.6282257,-3.5165672,103.78077
4.55,-0.65798473,-2.413295,116.86859
4.56,-0.67605585,-1.1792039,129.95578
4.57,-0.68113196,0.18582429,143.0436
4.58,-0.67263895,1.4443396,105.05508
4.59,-0.65364015,2.2855306,63.17927
4.6,-0.6283245,2.7079437,21.305464
4.61,-0.60087705,2.7116194,-20.57034
4.62,-0.57548785,2.2965574,-62.444145
4.63,-0.55634207,1.4627178,-104.319954
4.64,-0.5476289,0.21018027,-146.19376
4.65,-0.553535,-1.4611746,-188.06956
4.66,-0.57824725,-3.5511875,-229.94337
4.67,-0.62595564,-6.0600576,-271.81918
4.68,-0.699831,-8.621064,-225.19937
4.69,-0.79622126,-10.548259,-160.23067
4.7,-0.90862966,-11.825706,-95.26507
4.71,-1.03057,-12.453527,-30.296364
4.72,-1.1555343,-12.4316635,34.66924
4.73,-1.2770374,-11.760112,99.63794
4.74,-1.3885711,-10.438937,164.60355
4.75,-1.4836495,-8.468014,229.57225
4.76,-1.5557696,-5.847388,294.54095
4.77,-1.598433,-2.5772312,359.50656
4.78,-1.6060368,0.97572106,323.54037
4.79,-1.5813338,3.8419917,249.72795
4.8,-1.5316563,5.97024,175.91202
4.81,-1.4643903,7.360264,102.099594
4.82,-1.3869112,8.012195,28.283659
4.83,-1.3066071,7.9259715,-45.52876
4.84,-1.2308525,7.1015854,-119.344696
4.85,-1.1670355,5.539115,-193.15712
4.86,-1.1225317,3.2384117,-266.97305
4.87,-1.1047266,0.19969442,-340.78546
4.88,-1.120411,-3.2952657,-324.5256
4.89,-1.1684216,-6.190389,-254.51346
4.9,-1.2418861,-8.385497,-184.498
4.91,-1.3337967,-9.880379,-114.48588
4.92,-1.4371604,-10.675179,-44.470413
4.93,-1.5449661,-10.76982,25.541712
4.94,-1.6502227,-10.164311,95.557175
4.95,-1.7459188,-8.858711,165.5693
4.96,-1.825062,-6.8528953,235.58476
4.97,-1.8806438,-4.147054,305.5969
4.98,-1.905984,-0.9215448,306.84003
4.99,-1.9008733,1.8422062,245.9239
5.0,-1.8711694,3.9968994,185.00488
5.01,-1.8229642,5.5423884,124.08587
5.02,-1.762353,6.4786434,63.169758
5.03,-1.6954217,6.8057537,2.2507396
5.04,-1.6282686,6.5236874,-58.66537
5.05,-1.5669789,5.632418,-119.58439
5.06,-1.5176504,4.132031,-180.5005
5.07,-1.4863698,2.0223825,-241.41951
5.08,-1.4790999,-0.6028037,-258.24585
5.09,-1.4973241,-2.9702604,-215.23468
5.1,-1.5370704,-4.9075136,-172.22557
5.11,-1.5940413,-6.414748,-129.2144
5.12,-1.6639309,-7.49182,-86.20529
5.13,-1.7424444,-8.138832,-43.194134
5.14,-1.8252735,-8.355722,-0.18502288
5.15,-1.908125,-8.142511,42.826138
5.16,-1.9866902,-7.499221,85.83525
5.17,-2.0566752,-6.425788,128.8464
5.18,-2.113802,-4.9493933,155.10014
5.19,-2.1556888,-3.4425063,146.2704
5.2,-2.182947,-2.0239842,137.44107
5.21,-2.1964622,-0.6936916,128.61133
5.22,-2.1971157,0.54824436,119.78201
5.23,-2.185791,1.7019422,110.95227
5.24,-2.1633718,2.7672918,102.12295
5.25,-2.130739,3.744395,93.293205
5.26,-2.0887764,4.6331987,84.46346
5.27,-2.03837,5.4336667,75.63414
5.28,-1.980398,6.1446333,65.68634
5.29,-1.9159001,6.732182,51.82633
5.3,-1.8462163,7.1811523,37.96566
5.31,-1.7727394,7.4915013,24.10565
5.32,-1.6968484,7.6632586,10.244981
5.33,-1.6199365,7.6964073,-3.6150284
5.34,-1.5433824,7.5909514,-17.475698
5.35,-1.4685795,7.3469005,-31.335707
5.36,-1.3969066,6.964231,-45.196377
5.37,-1.3297567,6.4429803,-59.056385
5.38,-1.2685089,5.7845993,-70.44
5.39,-1.2140766,5.113082,-63.866783
5.4,-1.1660285,4.507268,-57.29325
5.41,-1.123712,3.967215,-50.72003
5.42,-1.0864655,3.4928715,-44.146496
5.43,-1.0536352,3.0842829,-37.573277
5.44,-1.0245609,2.7414098,-30.999743
5.45,-0.99858785,2.4642854,-24.426523
5.46,-0.97505623,2.252883,-17.85299
5.47,-0.953311,2.1072228,-11.279769
5.48,-0.93269277,2.0272772,-4.8428082
5.49,-0.9126657,1.9779186,-5.02914
5.5,-0.8931407,1.9266944,-5.2154813
5.51,-0.87413716,1.8736066,-5.401822
5.52,-0.85567474,1.8186581,-5.5881543
5.53,-0.8377703,1.7618436,-5.774495
5.54,-0.8204441,1.7031684,-5.9608274
5.55,-0.8037132,1.642627,-6.147168
5.56,-0.7875978,1.5802252,-6.3335
5.57,-0.77211493,1.5159571,-6.519841
5.58,-0.7572848,1.4498286,-6.706173
5.59,-0.7431375,1.3776474,-7.8033557
5.6,-0.72977114,1.2937299,-8.980563
5.61,-0.7173022,1.1980357,-10.157825
5.62,-0.70584965,1.0905741,-11.335032
5.63,-0.69553006,0.97133476,-12.512296
5.64,-0.6864621,0.840329,-13.689503
5.65,-0.6787628,0.6975444,-14.866765
5.66,-0.67255044,0.54299456,-16.043972
5.67,-0.6679422,0.3766647,-17.221235
5.68,-0.6650563,0.19857071,-18.398441
5.69,-0.66388965,0.052865915,-8.778601
5.7,-0.6635996,0.025174769,3.2402337
5.71,-0.6629855,0.11767626,15.259642
5.72,-0.6608455,0.33036157,27.278475
5.73,-0.65597755,0.663251,39.297882
5.74,-0.6471801,1.1163127,51.31672
5.75,-0.6332504,1.6895901,63.336124
5.76,-0.61298686,2.3830643,75.35553
5.77,-0.58518887,3.1966937,87.37437
5.78,-0.548652,4.1305556,99.393776
5.79,-0.50233454,5.1189613,93.11842
5.8,-0.44671243,5.9827147,79.62831
5.81,-0.38313037,6.7115326,66.13884
5.82,-0.31293127,7.305484,52.64873
5.83,-0.23747075,7.7645125,39.159267
5.84,-0.15809062,8.088662,25.669155
5.85,-0.07614743,8.277902,12.179688
5.86,0.007017648,8.33225,-1.3104216
5.87,0.09004775,8.251699,-14.799889
5.88,0.17160176,8.036245,-28.289999
5.89,0.25032657,7.687661,-41.210026
5.9,0.3249349,7.2127204,-53.77592
5.91,0.39416224,6.6121497,-66.34122
5.92,0.45675862,5.8858914,-78.90711
5.93,0.5114615,5.0340147,-91.472404
5.94,0.55701953,4.056439,-104.0383
5.95,0.59217185,2.9532568,-116.6036
5.96,0.6156652,1.7243633,-129.1695
5.97,0.62624085,0.3698755,-141.73479
5.98,0.6226432,-1.1103357,-154.30069
5.99,0.60373676,-2.6458204,-139.56834
6.0,0.57097304,-3.839395,-99.14116
6.01,0.52829474,-4.628689,-58.713963
6.02,0.47974715,-5.0136924,-18.2887
6.03,0.4293684,-4.994443,22.138493
6.04,0.38120583,-4.5709424,62.563755
6.05,0.3392975,-3.74315,102.99095
6.06,0.30768993,-2.5111446,143.41621
6.07,0.2904229,-0.87480915,183.8434
6.08,0.29154044,1.1657007,224.26866
6.09,0.31499168,3.5426342,231.88458
6.1,0.36136422,5.667442,193.08748
6.11,0.42704806,7.4043617,154.28854
6.12,0.5081573,8.753228,115.49145
6.13,0.60081977,9.7141695,76.692505
6.14,0.7011469,10.287095,37.89541
6.15,0.80526835,10.472059,-0.9035344
6.16,0.9092946,10.269043,-39.700626
6.17,1.0093555,9.678029,-78.49957
6.18,1.1015621,8.699072,-117.29667
6.19,1.182063,7.351249,-143.85162
6.2,1.2483865,5.9142833,-143.54866
6.21,1.300358,4.480279,-143.24568
6.22,1.3380028,3.0493722,-142.94272
6.23,1.3613548,1.6214272,-142.63974
6.24,1.370442,0.19657989,-142.33678
6.25,1.3652958,-1.2253056,-142.0338
6.26,1.3459455,-2.6441612,-141.73082
6.27,1.3124235,-4.0599194,-141.42786
6.28,1.2647567,-5.4727154,-141.12488
6.29,1.2029849,-6.8753605,-134.1708
6.3,1.1280487,-8.058798,-102.511314
6.31,1.0428649,-8.9256,-70.85333
6.32,0.95059174,-9.475848,-39.193844
6.33,0.8544036,-9.709492,-7.5358634
6.34,0.7574574,-9.626551,24.123629
6.35,0.662928,-9.227035,55.78161
6.36,0.5739724,-8.510904,87.4411
6.37,0.4937649,-7.478229,119.09908
6.38,0.42546383,-6.12891,150.75858
6.39,0.37224007,-4.4667373,175.82439
6.4,0.33590195,-2.8468492,148.14584
6.41,0.31437984,-1.50381,120.468636
6.42,0.30490375,-0.4374919,92.7901
6.43,0.30470696,0.35200348,65.11289
6.44,0.31102154,0.8647514,37.434353
6.45,0.3210792,1.100703,9.75714
6.46,0.33211303,1.0598809,-17.921392
6.47,0.34135428,0.7422887,-45.598606
6.48,0.346036,0.14789638,-73.27714
6.49,0.34338996,-0.72321385,-100.44478
6.5,0.33151665,-1.6132542,-77.55922
6.51,0.31188703,-2.2744339,-54.673664
6.52,0.28679112,-2.7067373,-31.789202
6.53,0.25851503,-2.9102063,-8.9036455
6.54,0.22934991,-2.884821,13.980819
6.55,0.20158155,-2.6305792,36.866375
6.56,0.17750102,-2.147505,59.75084
6.57,0.1593946,-1.4355527,82.63639
6.58,0.14955243,-0.49478978,105.52086
6.59,0.15026216,0.67487335,128.40642
6.6,0.163232,1.8818835,109.17327
6.61,0.1871194,2.8564117,85.72791
6.62,0.21957827,3.5964513,62.28367
6.63,0.25826716,4.1020727,38.83831
6.64,0.30083796,4.373228,15.394071
6.65,0.34495023,4.4099426,-8.051288
6.66,0.3882553,4.2122135,-31.49553
6.67,0.42841277,3.7800214,-54.940887
6.68,0.46307442,3.1134079,-78.385124
6.69,0.489899,2.2123094,-101.83049
6.7,0.5068614,1.196306,-95.69909
6.71,0.51425886,0.30507568,-82.5429
6.72,0.51340187,-0.4545567,-69.38734
6.73,0.50560594,-1.0826635,-56.231148
6.74,0.49218738,-1.5791849,-43.075584
6.75,0.47446057,-1.9441681,-29.919395
6.76,0.4537417,-2.1775866,-16.763205
6.77,0.4313475,-2.2794383,-3.607641
6.78,0.40859148,-2.249733,9.54855
6.79,0.38679138,-2.0884736,22.704113
6.8,0.36707908,-1.8727049,14.063914
6.81,0.34876117,-1.8204129,-3.6052492
6.82,0.33008185,-1.9448183,-21.275255
6.83,0.30927595,-2.2459092,-38.94442
6.84,0.28457454,-2.7237144,-56.61442
6.85,0.254213,-3.3781881,-74.283585
6.86,0.2164215,-4.209393,-91.95359
6.87,0.16943668,-5.21725,-109.62276
6.88,0.11148709,-6.4018545,-127.29276
6.89,0.04081134,-7.763094,-144.96193
6.9,-0.044118356,-9.179348,-122.45491
6.91,-0.1412217,-10.160771,-73.83468
6.92,-0.24571323,-10.656017,-25.212124
6.93,-0.352721,-10.665037,23.408108
6.94,-0.45739296,-10.187832,72.03066
6.95,-0.5548571,-9.224448,120.650894
6.96,-0.64026046,-7.7747936,169.27345
6.97,-0.7087329,-5.839006,217.89368
6.98,-0.7554187,-3.4169009,266.51624
6.99,-0.7754514,-0.50870943,315.13647
7.0,-0.7641842,2.7590132,313.5333
7.01,-0.7217632,5.640279,262.70667
7.02,-0.65307415,8.013165,211.88248
7.03,-0.5631932,9.8779,161.05585
7.04,-0.4572113,11.234304,110.23164
7.05,-0.340201,12.082507,59.405014
7.06,-0.21725585,12.422427,8.58081
7.07,-0.09344682,12.254099,-42.24582
7.08,0.026131913,11.577536,-93.07002
7.09,0.13640906,10.392675,-143.89665
7.1,0.23235376,8.745685,-171.92319
7.11,0.3113094,7.054415,-166.32298
7.12,0.3736294,5.4192257,-160.72305
7.13,0.4198797,3.83996,-155.12283
7.14,0.4506159,2.3167691,-149.5229
7.15,0.466401,0.8495075,-143.9227
7.16,0.4677934,-0.5616848,-138.32275
7.17,0.45535332,-1.9169422,-132.72255
7.18,0.4296419,-3.216136,-127.12261
7.19,0.39121673,-4.459389,-121.5224
7.2,0.34065527,-5.632913,-106.898926
7.21,0.27956936,-6.5250206,-71.518486
7.22,0.21133463,-7.063298,-36.13974
7.23,0.13948266,-7.247798,-0.7593023
7.24,0.06755814,-7.078501,34.619446
7.25,-0.00090774364,-6.5553927,69.999886
7.26,-0.062373314,-5.6784716,105.38032
7.27,-0.11329825,-4.447805,140.75906
7.28,-0.15014935,-2.863276,176.13951
7.29,-0.16938524,-0.92503524,211.51825
7.3,-0.1674787,1.353749,233.68051
7.31,-0.1427588,3.5402827,203.63708
7.32,-0.09767361,5.426472,173.59221
7.33,-0.035231747,7.012138,143.54878
7.34,0.041568235,8.297431,113.503914
7.35,0.1297147,9.282228,83.46049
7.36,0.22621156,9.966625,53.41562
7.37,0.32804528,10.350554,23.372187
7.38,0.43222108,10.434053,-6.6726794
7.39,0.5357247,10.217115,-36.716114
7.4,0.6355615,9.6997175,-66.76098
7.41,0.72871774,8.881911,-96.80441
7.42,0.8121977,7.763617,-126.84927
7.43,0.88298905,6.3449426,-156.89272
7.44,0.9380942,4.6257515,-186.93758
7.45,0.97450346,2.6062088,-216.981
7.46,0.9892158,0.2861213,-247.02588
7.47,0.9792256,-2.3342896,-277.0693
7.48,0.94152725,-5.255274,-307.11417
7.49,0.8731202,-8.476553,-337.1576
7.5,0.7709933,-11.998434,-367.20245
